time(UTC),ID,lat,lon,depth[m_local],east_shift[m_local],north_shift[m_local],magnitude,P_residual[s],S_residual[s],n_pairs,ndiff_p,ndiff_s
2024-04-05T16:13:41.339,1297,38.49896,-112.88354,2441.85,946.51,-467.97,-0.27,0.09,0.07,2894,13269,29271
2024-04-05T16:14:26.803,1298,38.50199,-112.88442,2607.85,870.43,-130.67,0.12,0.1,0.07,2900,15565,30980
2024-04-05T16:17:13.390,1299,38.49854,-112.89573,2139.85,-116.18,-512.84,-0.95,0.15,0.28,2848,12459,23101
2024-04-05T16:21:11.671,1300,38.50094,-112.88397,2242.85,909.49,-247.61,-0.79,0.11,0.08,2835,8793,24260
2024-04-05T16:23:18.026,1301,38.50355,-112.88282,2493.85,1010.16,43.2,-0.96,0.1,0.07,2864,11478,26166
2024-04-05T16:26:19.027,1302,38.50508,-112.88242,2550.85,1044.99,213.74,-0.98,0.11,0.07,2833,11886,25783
2024-04-05T16:28:39.527,1303,38.49867,-112.88341,2435.85,957.77,-500.22,-0.45,0.11,0.07,2878,11311,28758
2024-04-05T16:31:07.615,1304,38.50359,-112.88274,2371.85,1017.14,47.66,-0.97,0.07,0.08,2795,10387,23137
2024-04-05T16:31:21.643,1305,38.50354,-112.88315,2612.85,981.37,42.08,-0.55,0.1,0.09,2838,8012,31295
2024-04-05T16:33:26.145,1306,38.50305,-112.88328,2521.85,970.01,-12.54,-0.86,0.11,0.08,2809,9606,26007
2024-04-05T16:33:33.627,1307,38.50151,-112.88389,2242.85,916.59,-184.13,-0.74,0.09,0.08,2828,6629,25351
2024-04-05T16:36:05.294,1308,38.50258,-112.88354,2602.85,947.29,-64.92,-0.15,0.1,0.08,2847,13242,32260
2024-04-05T16:36:30.700,1309,38.5009,-112.884,2239.85,906.86,-252.06,-0.89,0.13,0.08,2780,8411,19563
2024-04-05T16:42:51.091,1310,38.50147,-112.88378,2303.85,926.18,-188.59,-0.85,0.1,0.07,2859,12544,25532
2024-04-05T16:43:52.163,1311,38.50093,-112.88399,2244.85,907.74,-248.72,-0.68,0.12,0.08,2859,10202,24165
2024-04-05T16:45:30.714,1312,38.50154,-112.88386,2255.85,919.21,-180.79,-0.9,0.11,0.07,2767,6680,19872
2024-04-05T16:46:26.193,1313,38.50355,-112.88281,2464.85,1011.03,43.2,-0.88,0.18,0.08,2816,5268,25723
2024-04-05T16:52:28.616,1314,38.50291,-112.88375,2366.85,929,-28.15,-0.67,0.13,0.07,2840,7285,25859
2024-04-05T16:55:57.958,1315,38.50376,-112.88255,2371.85,1033.71,66.61,-0.96,0.15,0.06,2737,4984,19729
2024-04-05T16:56:24.639,1316,38.50181,-112.88364,2224.85,938.45,-150.71,-0.95,0.09,0.08,1515,3225,7188
2024-04-05T16:57:11.360,1317,38.50248,-112.88367,2593.85,935.93,-76.06,-0.38,0.1,0.08,2843,12388,29476
2024-04-05T17:06:08.361,1318,38.50397,-112.88281,2404.85,1011.03,90.01,-0.71,0.11,0.08,2866,15278,26046
2024-04-05T17:07:49.172,1319,38.50183,-112.88246,2146.85,1041.41,-148.48,-0.96,0.12,0.06,2878,14325,23632
2024-04-05T17:13:37.859,1320,38.50146,-112.88369,2287.85,934.03,-189.7,-0.91,0.11,0.06,2820,9194,19081
2024-04-05T17:16:52.197,1321,38.50328,-112.88307,2525.85,988.34,13.1,-0.39,0.11,0.08,2864,13687,32752
2024-04-05T17:17:08.877,1322,38.50349,-112.88302,2535.85,992.71,36.51,-0.39,0.1,0.08,2857,11263,33479
2024-04-05T17:18:23.003,1323,38.50252,-112.88322,2311.85,975.2,-71.6,-0.81,0.09,0.09,2851,11932,23632
2024-04-05T17:19:46.872,1324,38.50358,-112.88273,2436.85,1018.01,46.54,0.07,0.1,0.08,2906,12930,32401
2024-04-05T17:24:51.873,1325,38.5024,-112.88363,2618.85,939.41,-84.98,-0.58,0.19,0.07,2820,10326,26253
2024-04-05T17:26:36.989,1326,38.50244,-112.88363,2612.85,939.42,-80.52,-0.82,0.19,0.06,2556,9337,14533
2024-04-05T17:29:00.347,1327,38.50378,-112.88286,2400.85,1006.67,68.83,-0.28,0.12,0.08,2884,15001,30186
2024-04-05T17:29:04.291,1328,38.50331,-112.88315,2588.85,981.37,16.44,-0.07,0.1,0.08,2857,12832,31311
2024-04-05T17:29:09.602,1329,38.50373,-112.88292,2409.85,1001.44,63.26,-0.02,0.1,0.08,2907,12617,33265
2024-04-05T17:29:29.030,1330,38.50354,-112.88274,2444.85,1017.14,42.08,-0.56,0.11,0.07,2870,11911,28754
2024-04-05T17:31:00.646,1331,38.50352,-112.88303,2540.85,991.84,39.85,-0.96,0.1,0.08,2847,8751,28595
2024-04-05T17:32:29.246,1332,38.50394,-112.88226,2343.85,1059.01,86.68,-0.92,0.11,0.07,2822,5724,23831
2024-04-05T17:32:49.467,1333,38.50294,-112.8828,2403.85,1011.87,-24.79,-0.51,0.09,0.07,2878,9353,28178
2024-04-05T17:35:57.638,1334,38.49998,-112.88462,2513.85,852.53,-354.45,-0.52,0.1,0.06,2835,12647,18659
2024-04-05T17:36:09.268,1335,38.50021,-112.88449,2609.85,863.93,-328.86,-0.86,0.11,0.05,2787,10327,17250
2024-04-05T17:36:31.037,1336,38.50082,-112.88403,2243.85,904.23,-260.97,-0.83,0.11,0.06,1383,2685,6479
2024-04-05T17:39:21.205,1337,38.50393,-112.88294,2418.85,999.69,85.55,-0.83,0.12,0.06,2746,10742,15987
2024-04-05T17:45:56.700,1338,38.50349,-112.88314,2618.85,982.24,36.51,-0.93,0.11,0.07,2703,7147,20411
2024-04-05T17:46:20.367,1339,38.50087,-112.88403,2258.85,904.24,-255.4,-0.7,0.11,0.07,2793,7902,18507
2024-04-05T17:48:19.949,1340,38.5021,-112.88187,2389.85,1092.92,-118.39,-0.88,0.15,0.07,2859,13172,19021
2024-04-05T17:49:18.562,1341,38.5004,-112.88447,2474.85,865.73,-307.72,-0.59,0.09,0.06,2843,11838,22649
2024-04-05T17:49:27.281,1342,38.50139,-112.88377,2309.85,927.04,-197.5,-1,0.22,0.04,374,925,1478
2024-04-05T17:50:07.572,1343,38.50294,-112.88338,2593.85,961.28,-24.8,-0.91,0.19,0.07,2800,8813,24374
2024-04-05T17:57:35.799,1344,38.50419,-112.88252,2389.85,1036.33,114.54,-0.71,0.1,0.08,2846,9555,26735
2024-04-05T18:06:35.583,1345,38.50297,-112.88331,2492.85,967.39,-21.45,-0.85,0.11,0.07,2667,9619,17033
2024-04-05T18:07:45.303,1346,38.50469,-112.88275,2575.85,1016.24,170.27,-0.37,0.09,0.09,2845,11698,30785
2024-04-05T18:14:02.029,1347,38.4997,-112.8831,2337.85,985.11,-385.65,-0.78,0.12,0.07,2853,13177,19556
2024-04-05T18:19:40.952,1348,38.49964,-112.88267,2290.85,1022.62,-392.34,0.81,0.12,0.08,2977,21082,31171
2024-04-05T18:25:38.976,1349,38.50318,-112.88323,2593.85,974.38,1.95,-0.21,0.1,0.08,2842,10149,31945
2024-04-05T18:28:49.255,1350,38.50356,-112.88299,2550.85,995.33,44.31,-0.73,0.11,0.08,2836,8299,29299
2024-04-05T18:46:39.748,1351,38.49939,-112.88395,2481.85,910.84,-420.12,0.28,0.1,0.08,2905,15868,26211
2024-04-05T18:47:33.953,1352,38.50365,-112.88299,2565.85,995.33,54.34,-0.49,0.12,0.08,2833,8799,29776
2024-04-05T18:47:56.201,1353,38.50348,-112.88303,2524.85,991.84,35.39,-0.18,0.1,0.09,2878,12128,34871
2024-04-05T18:48:25.531,1354,38.50269,-112.88353,2572.85,948.17,-52.66,-0.36,0.1,0.08,2861,12280,32093
2024-04-05T18:48:38.155,1355,38.50335,-112.88302,2509.85,992.71,20.9,-0.6,0.1,0.08,2853,10341,31151
2024-04-05T18:49:27.015,1356,38.50251,-112.88372,2590.85,931.58,-72.72,0.16,0.1,0.08,2843,12459,30949
2024-04-05T18:54:25.098,1357,38.50073,-112.88404,2240.85,903.33,-270.99,-0.56,0.17,0.14,2832,8684,23941
2024-04-05T18:54:45.850,1358,38.50345,-112.88233,2360.85,1052.9,32.06,-0.68,0.08,0.07,2838,6754,25643
2024-04-05T18:55:32.881,1359,38.50384,-112.8828,2386.85,1011.91,75.52,-0.97,0.1,0.04,1181,2321,5454
2024-04-05T18:56:21.414,1360,38.50374,-112.88315,2759.85,981.38,64.37,-0.87,0.24,0.06,1995,2816,11436
2024-04-05T19:02:58.299,1361,38.50327,-112.88308,2521.85,987.47,11.99,-0.88,0.11,0.07,2667,6913,19804
2024-04-05T19:05:58.318,1362,38.49965,-112.88609,2418.85,724.14,-391.1,-0.95,0.2,0.05,2486,5345,13869
2024-04-05T19:10:41.603,1363,38.49937,-112.88407,2482.85,900.36,-422.34,-0.94,0.09,0.03,2025,7363,7443
2024-04-05T19:11:39.024,1364,38.50354,-112.88301,2548.85,993.59,42.08,-0.97,0.13,0.07,2757,5518,21850
2024-04-05T19:12:42.271,1365,38.50413,-112.8829,2523.85,1003.18,107.84,-0.44,0.09,0.09,2842,11540,29683
2024-04-05T19:17:15.866,1366,38.50328,-112.88265,2392.85,1024.98,13.11,-0.83,0.09,0.07,2065,4091,11265
2024-04-05T19:27:41.293,1367,38.50437,-112.88275,2572.85,1016.26,134.6,-0.03,0.17,0.1,2655,5213,19158
2024-04-05T19:37:11.428,1368,38.50206,-112.88389,2226.85,916.68,-122.86,-0.9,0.1,0.05,2446,7563,12799
2024-04-05T19:38:51.305,1369,38.50372,-112.88305,2601.85,990.1,62.14,-0.91,0.1,0.05,2414,2383,15820
2024-04-05T19:40:55.639,1370,38.50176,-112.8835,2207.85,950.66,-156.28,-0.93,0.07,0.29,92,301,283
2024-04-05T19:41:03.347,1371,38.50374,-112.8826,2458.85,1029.35,64.38,-1,0.13,0.09,2459,3089,15970
2024-04-05T19:47:43.915,1372,38.50465,-112.88275,2583.85,1016.24,165.81,-0.07,0.09,0.09,2847,12339,31457
2024-04-05T19:54:38.319,1373,38.49989,-112.88446,2463.85,866.47,-364.47,-0.85,0.12,0.06,433,1333,1412
2024-04-05T20:07:15.613,1374,38.50351,-112.88315,2612.85,981.37,38.73,-0.54,0.1,0.08,2825,7299,31325
2024-04-05T20:10:45.464,1375,38.50359,-112.88299,2554.85,995.33,47.65,-0.31,0.1,0.08,2858,10377,33467
2024-04-05T20:22:34.717,1376,38.5046,-112.88275,2575.85,1016.24,160.23,-0.35,0.12,0.08,2868,11639,33148
2024-04-05T20:23:43.289,1377,38.50466,-112.88274,2575.85,1017.11,166.92,-0.89,0.09,0.07,2311,6343,12764
2024-04-05T20:24:37.903,1378,38.50478,-112.88271,2566.85,1019.72,180.3,-0.66,0.13,0.08,2859,11336,27902
2024-04-05T20:26:52.519,1379,38.5017,-112.88475,2455.85,841.59,-162.97,-0.83,0.09,0.07,1103,2659,4268
2024-04-05T20:31:27.840,1380,38.50355,-112.88303,2540.85,991.84,43.19,-0.78,0.11,0.12,2815,8979,24994
2024-04-05T20:36:04.511,1381,38.5016,-112.88492,2455.85,826.74,-174.11,-0.91,0.08,0.03,202,626,604
2024-04-05T20:37:07.449,1382,38.50367,-112.88242,2329.85,1045.05,56.58,-0.98,0.1,0.16,2830,6400,23910
2024-04-05T20:43:42.656,1383,38.50453,-112.88274,2573.85,1017.12,152.43,-0.96,0.12,0.06,1283,2667,5787
2024-04-05T20:45:41.554,1384,38.50405,-112.88259,2446.85,1030.22,98.93,-0.95,0.13,0.04,2754,7066,16147
2024-04-05T20:46:09.060,1385,38.50205,-112.88486,2394.85,832.06,-123.98,-0.9,0.1,0.07,2254,5505,10944
2024-04-05T20:46:55.526,1386,38.50154,-112.88368,2295.85,934.92,-180.79,-0.77,0.09,0.19,2814,12261,20070
2024-04-05T20:47:53.655,1387,38.5016,-112.88509,2450.85,811.9,-174.11,-0.99,0.1,0.06,1592,4833,5906
2024-04-05T20:51:48.823,1388,38.5039,-112.88274,2454.85,1017.14,82.21,-0.24,0.15,0.08,2901,14319,33270
2024-04-05T20:51:58.153,1389,38.5039,-112.88266,2451.85,1024.12,82.21,-0.76,0.12,0.12,2852,9762,25323
2024-04-05T20:53:09.316,1390,38.50196,-112.88475,2419.85,841.64,-134.01,-0.88,0.13,0.07,2009,6335,7778
2024-04-05T20:53:28.769,1391,38.50206,-112.88471,2402.85,845.14,-122.87,-0.78,0.12,0.07,2861,9511,23015
2024-04-05T20:56:19.758,1392,38.50163,-112.88364,2257.85,938.42,-170.77,-0.97,0.1,0.06,2705,7643,16607
2024-04-05T20:59:11.480,1393,38.50202,-112.88464,2409.85,851.24,-127.32,-0.69,0.1,0.08,2857,9458,26685
2024-04-05T20:59:48.573,1394,38.50318,-112.88323,2593.85,974.38,1.95,0.5,0.1,0.08,2872,11680,34517
2024-04-05T21:00:00.552,1395,38.50323,-112.88322,2526.85,975.25,7.53,-0.7,0.14,0.08,2837,11215,28667
2024-04-05T21:01:22.348,1396,38.50031,-112.88506,2513.85,814.22,-317.72,-0.98,0.15,0.07,2673,7095,15412
2024-04-05T21:03:40.693,1397,38.50293,-112.8838,2360.85,924.64,-25.92,-0.79,0.21,0.08,2805,5556,21075
2024-04-05T21:06:51.573,1398,38.50191,-112.88475,2447.85,841.63,-139.58,-0.87,0.11,0.05,1599,3947,6938
2024-04-05T21:07:28.231,1399,38.50163,-112.88516,2456.85,805.8,-170.77,-0.98,0.15,0.06,2411,7034,10801
2024-04-05T21:07:33.182,1400,38.50187,-112.88465,2454.85,850.35,-144.03,-0.9,0.12,0.07,1907,4313,8914
2024-04-05T21:15:57.905,1401,38.50194,-112.88406,2473.85,901.83,-136.23,-0.9,0.11,0.07,2261,4766,12145
2024-04-05T21:17:25.292,1402,38.50258,-112.88354,2602.85,947.29,-64.92,0.17,0.11,0.08,2840,12805,33023
2024-04-05T21:18:03.398,1403,38.50184,-112.88478,2409.85,839,-147.38,-0.74,0.15,0.07,2866,10489,27260
2024-04-05T21:20:04.539,1404,38.50353,-112.88272,2431.85,1018.88,40.97,-0.91,0.11,0.07,2821,7337,21220
2024-04-05T21:21:29.423,1405,38.50209,-112.88483,2413.85,834.68,-119.53,-0.99,0.09,0.07,920,2583,3327
2024-04-05T21:25:52.324,1406,38.50209,-112.88399,2234.85,907.96,-119.52,-0.68,0.09,0.07,2851,13160,25142
2024-04-05T21:26:59.682,1407,38.5029,-112.88366,2368.85,936.85,-29.26,-0.92,0.14,0.06,1994,5361,9431
2024-04-05T21:27:21.074,1408,38.50183,-112.88467,2393.85,848.59,-148.49,-0.86,0.1,0.06,2796,11749,17187
2024-04-05T21:32:29.432,1409,38.5047,-112.88275,2574.85,1016.24,171.38,-0.74,0.11,0.08,2843,10528,26345
2024-04-05T21:33:00.999,1410,38.50273,-112.88403,2385.85,904.56,-48.21,-0.97,0.18,0.06,2535,4375,15681
2024-04-05T21:40:28.914,1411,38.50282,-112.88344,2305.85,956.03,-38.17,-0.99,0.2,0.1,2778,6159,19697
2024-04-05T21:41:07.800,1412,38.50137,-112.88418,2337.85,891.26,-199.73,-0.87,0.11,0.06,2832,11386,19064
2024-04-05T21:43:38.354,1413,38.50263,-112.88409,2471.85,899.31,-59.35,-0.94,0.11,0.07,2785,7860,19657
2024-04-05T21:44:07.532,1414,38.50134,-112.88383,2296.85,921.79,-203.07,-0.8,0.11,0.06,2809,11182,18290
2024-04-05T21:49:04.234,1415,38.50202,-112.88391,2206.85,914.93,-127.32,-0.88,0.09,0.06,2788,6460,21008
2024-04-05T21:50:11.764,1416,38.50509,-112.88261,2481.85,1028.41,214.85,-0.64,0.1,0.08,2833,11211,26269
2024-04-05T21:50:46.286,1417,38.5007,-112.88547,2375.85,778.54,-274.31,-0.83,0.11,0.06,2794,8899,18277
2024-04-05T21:52:09.770,1418,38.50278,-112.88394,2394.85,912.41,-42.64,-0.84,0.13,0.08,2372,5297,14966
2024-04-05T21:54:12.084,1419,38.50068,-112.88679,2276.85,663.34,-276.5,-0.58,0.11,0.06,2841,10247,27444
2024-04-05T21:54:44.246,1420,38.50334,-112.88278,2427.85,1013.64,19.79,0.02,0.1,0.08,2876,10074,30549
2024-04-05T21:55:16.607,1421,38.50294,-112.88283,2408.85,1009.26,-24.79,0.43,0.09,0.08,2941,10809,32049
2024-04-05T21:55:32.318,1422,38.50297,-112.88271,2406.85,1019.73,-21.45,-0.55,0.11,0.08,2878,8251,28091
2024-04-05T21:57:00.457,1423,38.50126,-112.88352,2151.85,948.82,-211.98,-0.7,0.1,0.08,2859,10800,28873
2024-04-05T21:57:18.912,1424,38.501,-112.88657,2244.85,682.62,-240.89,-0.65,0.1,0.07,2818,8409,25566
2024-04-05T21:58:00.203,1425,38.5012,-112.88655,2235.85,684.42,-218.63,-0.89,0.09,0.06,2783,6147,21175
2024-04-05T21:58:43.658,1426,38.50317,-112.88326,2558.85,971.76,0.84,0.03,0.1,0.08,2889,12090,32899
2024-04-05T21:59:28.989,1427,38.50042,-112.88687,2288.85,656.28,-305.42,-0.99,0.12,0.06,2552,3883,17692
2024-04-05T21:59:56.164,1428,38.50281,-112.88403,2426.85,904.57,-39.29,-0.36,0.1,0.07,2888,15073,28138
2024-04-05T22:00:05.589,1429,38.50267,-112.88393,2432.85,913.27,-54.89,-1,0.09,0.06,1133,3249,4275
2024-04-05T22:02:02.278,1430,38.50054,-112.88687,2280.85,656.32,-292.07,-0.69,0.09,0.06,2802,8415,25688
2024-04-05T22:02:53.368,1431,38.5038,-112.88276,2462.85,1015.4,71.06,-0.38,0.09,0.08,2892,13300,32805
2024-04-05T22:04:13.155,1432,38.50049,-112.88687,2295.85,656.3,-297.63,-0.72,0.1,0.07,2765,7063,22500
2024-04-05T22:05:15.721,1433,38.5026,-112.88395,2447.85,911.52,-62.69,-0.86,0.09,0.09,2680,6983,16332
2024-04-05T22:06:10.205,1434,38.50043,-112.88686,2297.85,657.16,-304.31,-0.96,0.2,0.06,2458,2738,16895
2024-04-05T22:06:45.749,1435,38.50101,-112.88653,2245.85,686.12,-239.78,-0.78,0.13,0.06,2743,5733,20485
2024-04-05T22:07:49.539,1436,38.50065,-112.88685,2269.85,658.09,-279.83,-0.96,0.12,0.06,2320,5868,14748
2024-04-05T22:08:21.341,1437,38.50505,-112.8824,2535.85,1046.74,210.39,-0.96,0.11,0.08,2260,5890,12742
2024-04-05T22:09:02.999,1438,38.50275,-112.88395,2391.85,911.54,-45.98,-0.87,0.17,0.07,2436,5583,13678
2024-04-05T22:09:35.094,1439,38.50288,-112.88375,2369.85,929,-31.49,-0.09,0.12,0.09,2880,10033,33069
2024-04-05T22:11:01.551,1440,38.50047,-112.88687,2287.85,656.3,-299.86,-0.39,0.09,0.06,2827,9633,28531
2024-04-05T22:11:08.075,1441,38.50118,-112.88656,2233.85,683.54,-220.86,-0.49,0.11,0.08,2843,14417,27146
2024-04-05T22:12:22.344,1442,38.5026,-112.88291,2289.85,1002.25,-62.68,-1,0.08,0.06,2774,6058,19320
2024-04-05T22:13:11.108,1443,38.50401,-112.88232,2451.85,1053.78,94.48,-0.95,0.16,0.06,2830,6553,24951
2024-04-05T22:15:17.168,1444,38.5014,-112.88385,2316.85,920.06,-196.38,-0.82,0.1,0.06,2799,9852,19967
2024-04-05T22:15:31.361,1445,38.50107,-112.88651,2229.85,687.88,-233.1,0.05,0.23,0.08,2869,13980,29373
2024-04-05T22:16:51.564,1446,38.50068,-112.88679,2276.85,663.34,-276.5,-0.93,0.1,0.06,2788,7885,23316
2024-04-05T22:17:43.640,1447,38.5038,-112.88274,2446.85,1017.14,71.06,-0.61,0.11,0.08,2875,11716,31287
2024-04-05T22:18:12.442,1448,38.50206,-112.88616,2352.85,718.64,-122.87,-0.82,0.1,0.07,2858,11377,23725
2024-04-05T22:18:43.704,1449,38.50051,-112.88689,2289.85,654.56,-295.41,-0.95,0.12,0.12,2730,4439,24826
2024-04-05T22:19:31.338,1450,38.50344,-112.88306,2529.85,989.22,30.93,-0.69,0.1,0.12,2847,9910,30792
2024-04-05T22:22:16.861,1451,38.50146,-112.88409,2339.85,899.13,-189.7,-0.92,0.1,0.05,2828,11135,18052
2024-04-05T22:22:39.790,1452,38.50182,-112.88453,2379.85,860.81,-149.6,-0.33,0.1,0.06,2870,16086,24352
2024-04-05T22:23:11.598,1453,38.50039,-112.88692,2291.85,651.91,-308.75,-0.84,0.16,0.07,2759,4367,24986
2024-04-05T22:23:55.683,1454,38.50118,-112.88656,2233.85,683.54,-220.86,-0.37,0.19,0.08,2859,12402,29136
2024-04-05T22:24:00.887,1455,38.50049,-112.88687,2285.85,656.3,-297.63,-0.71,0.1,0.11,2804,7041,25863
2024-04-05T22:29:07.444,1456,38.5026,-112.88396,2448.85,910.65,-62.69,-0.9,0.07,0.05,2706,8702,15807
2024-04-05T22:29:29.179,1457,38.50031,-112.88694,2289.85,650.14,-317.65,-0.97,0.12,0.08,2739,5689,22413
2024-04-05T22:30:25.920,1458,38.50065,-112.88552,2372.85,774.16,-279.87,-1,0.11,0.06,2569,5184,17024
2024-04-05T22:30:31.575,1459,38.49168,-112.89828,1556.85,-337.74,-1274.41,-0.9,0.15,0.29,2588,6201,16862
2024-04-05T22:32:13.819,1460,38.50047,-112.88687,2287.85,656.3,-299.86,-0.62,0.1,0.06,2830,8727,27137
2024-04-05T22:34:15.350,1461,38.50446,-112.88275,2565.85,1016.25,144.63,-0.77,0.1,0.07,2795,8216,25534
2024-04-05T22:34:21.768,1462,38.5007,-112.8868,2259.85,662.47,-274.27,-0.92,0.12,0.32,2727,5979,18226
2024-04-05T22:35:08.959,1463,38.50392,-112.88285,2392.85,1007.55,84.44,-0.6,0.12,0.07,2864,11985,25274
2024-04-05T22:35:30.522,1464,38.50387,-112.88293,2411.85,1000.57,78.86,-0.48,0.1,0.07,2855,12704,23133
2024-04-05T22:35:53.782,1465,38.50379,-112.8829,2405.85,1003.18,69.95,-0.02,0.12,0.08,2912,14596,31389
2024-04-05T22:36:01.484,1466,38.5037,-112.883,2410.85,994.46,59.91,-0.87,0.08,0.06,2630,6715,15262
2024-04-05T22:36:56.780,1467,38.50156,-112.88649,2183.85,689.74,-178.55,-0.77,0.1,0.07,2810,8562,22747
2024-04-05T22:38:05.570,1468,38.50135,-112.88379,2293.85,925.28,-201.95,-0.32,0.09,0.57,2844,12118,25734
2024-04-05T22:38:10.622,1469,38.50049,-112.88687,2285.85,656.3,-297.63,-0.7,0.09,0.06,2751,6909,22956
2024-04-05T22:38:48.301,1470,38.50313,-112.88277,2471.85,1014.5,-3.61,-0.53,0.1,0.08,2862,9858,28933
2024-04-05T22:39:05.137,1471,38.50457,-112.88261,2489.85,1028.46,156.89,-0.83,0.14,0.08,2845,12638,22465
2024-04-05T22:40:44.811,1472,38.50197,-112.88402,2292.85,905.33,-132.89,-0.95,0.11,0.06,2100,6950,9310
2024-04-05T22:41:49.612,1473,38.50124,-112.88649,2232.85,689.66,-214.18,-0.87,0.12,0.07,2714,4650,22589
2024-04-05T22:42:46.841,1474,38.5004,-112.88686,2294.85,657.15,-307.64,-0.79,0.88,0.7,2821,7516,25586
2024-04-05T22:42:49.315,1475,38.50232,-112.88386,2285.85,919.34,-93.89,-0.74,0.12,0.07,2859,9070,23213
2024-04-05T22:43:50.892,1476,38.50184,-112.88453,2362.85,860.81,-147.38,0.09,0.09,0.07,2916,16030,28011
2024-04-05T22:43:59.002,1477,38.50047,-112.88673,2269.85,668.52,-299.86,-0.99,0.1,0.06,2679,7264,17106
2024-04-05T22:44:06.664,1478,38.502,-112.88395,2290.85,911.44,-129.55,-0.44,0.11,0.11,2872,13938,23808
2024-04-05T22:44:34.365,1479,38.50211,-112.88257,2180.85,1031.85,-117.28,-0.91,0.11,0.11,2781,9331,16459
2024-04-05T22:46:31.907,1480,38.50115,-112.88352,2148.85,948.8,-224.23,-0.83,0.1,0.08,2815,7399,25231
2024-04-05T22:46:35.407,1481,38.50104,-112.88648,2228.85,690.49,-236.44,-0.08,0.1,0.08,2843,15435,27852
2024-04-05T22:47:10.311,1482,38.50188,-112.88411,2323.85,897.46,-142.92,-0.14,0.11,0.07,2871,13665,27456
2024-04-05T22:47:56.332,1483,38.50078,-112.88659,2241.85,680.82,-265.38,-0.89,0.15,0.06,2717,9025,16827
2024-04-05T22:48:10.472,1484,38.50119,-112.88653,2225.85,686.16,-219.75,-0.71,0.1,0.06,2811,8518,23935
2024-04-05T22:49:46.549,1485,38.50175,-112.88445,2358.85,867.77,-157.4,-0.18,0.09,0.07,2882,15730,26616
2024-04-05T22:50:51.003,1486,38.50113,-112.88352,2144.85,948.8,-226.45,-0.32,0.09,0.08,2858,9050,33350
2024-04-05T22:51:21.557,1487,38.50241,-112.8861,2279.85,723.93,-83.88,-0.82,0.13,0.08,2838,8606,22476
2024-04-05T22:51:45.198,1488,38.50032,-112.8869,2278.85,653.64,-316.54,-0.94,0.13,0.05,2436,3938,15163
2024-04-05T22:52:16.908,1489,38.5026,-112.88398,2433.85,908.9,-62.69,-0.71,0.11,0.07,2848,12490,23672
2024-04-05T22:52:27.111,1490,38.50333,-112.88302,2516.85,992.71,18.67,-0.72,0.1,0.08,2859,11582,28774
2024-04-05T22:52:29.949,1491,38.50294,-112.88392,2374.85,914.17,-24.8,-0.83,0.28,0.07,2599,5645,16122
2024-04-05T22:52:44.714,1492,38.50123,-112.88475,2568.85,841.49,-215.31,-0.82,0.08,0.07,2813,6557,24591
2024-04-05T22:53:08.219,1493,38.50078,-112.88658,2243.85,681.69,-265.38,-0.7,0.11,0.06,2848,13184,25405
2024-04-05T22:54:54.864,1494,38.50037,-112.88688,2295.85,655.4,-310.98,-0.85,0.11,0.06,2730,4930,23202
2024-04-05T22:54:59.463,1495,38.50143,-112.88392,2325.85,913.96,-193.04,-0.68,0.1,0.06,2836,11803,21966
2024-04-05T22:55:19.463,1496,38.50198,-112.88647,2170.85,691.57,-131.78,-0.87,0.11,0.06,2803,8607,19441
2024-04-05T22:55:47.647,1497,38.50126,-112.88381,2314.85,923.52,-211.98,-0.93,0.12,0.05,1669,3511,8259
2024-04-05T22:56:28.006,1498,38.50029,-112.88689,2295.85,654.5,-319.88,-0.97,0.12,0.06,2686,3914,21448
2024-04-05T22:56:56.360,1499,38.50055,-112.88692,2278.85,651.96,-290.96,-0.99,0.09,0.05,2438,3762,17365
2024-04-05T22:57:59.633,1500,38.50288,-112.88375,2366.85,929,-31.49,-0.59,0.14,0.08,2858,8495,27754
2024-04-05T22:59:30.410,1501,38.50119,-112.88653,2227.85,686.16,-219.75,-0.9,0.09,0.05,2124,2892,13952
2024-04-05T23:01:18.214,1502,38.502,-112.88395,2290.85,911.44,-129.55,-0.37,0.1,0.13,2874,13455,25292
2024-04-05T23:02:03.956,1503,38.503,-112.88369,2367.85,934.24,-18.11,-0.91,0.18,0.07,2453,4972,13722
2024-04-05T23:03:31.442,1504,38.50195,-112.88647,2177.85,691.57,-135.12,-0.73,0.1,0.07,2810,9415,23439
2024-04-05T23:05:08.283,1505,38.50119,-112.88656,2224.85,683.54,-219.75,-0.89,0.14,0.04,2024,3835,11796
2024-04-05T23:06:15.673,1506,38.50041,-112.88684,2290.85,658.9,-306.53,-0.71,0.09,0.06,2396,4560,15125
2024-04-05T23:06:28.185,1507,38.50278,-112.88404,2457.85,903.69,-42.64,-0.97,0.09,0.05,2774,9784,15643
2024-04-05T23:06:39.112,1508,38.50008,-112.88693,2294.85,650.95,-343.23,-0.71,0.09,0.06,2814,8522,26094
2024-04-05T23:07:03.805,1509,38.50111,-112.88648,2230.85,690.5,-228.65,-0.94,0.12,0.13,2761,8198,19365
2024-04-05T23:09:27.409,1510,38.50314,-112.88288,2485.85,1004.91,-2.5,-0.97,0.2,0.07,2746,6151,19871
2024-04-05T23:09:37.103,1511,38.50124,-112.88514,2507.85,807.46,-214.2,-0.94,0.1,0.04,901,2941,2909
