time(UTC),ID,lat,lon,depth[m_local],east_shift[m_local],north_shift[m_local],magnitude,P_residual[s],S_residual[s],n_pairs,ndiff_p,ndiff_s
2024-04-04T21:37:13.301,793,38.50259,-112.88361,2568.85,941.18,-63.81,-0.67,0.21,0.08,2720,10199,19508
2024-04-04T21:39:32.346,794,38.49949,-112.88399,2485.85,907.38,-408.99,-0.72,0.1,0.04,2621,11627,10958
2024-04-04T21:40:05.243,795,38.49886,-112.88341,2426.85,957.82,-479.09,-0.97,0.13,0.06,1063,2343,4665
2024-04-04T21:47:12.927,796,38.50296,-112.88245,2396.85,1042.41,-22.56,-0.93,0.08,0.06,1971,4277,11572
2024-04-04T21:47:24.396,797,38.50302,-112.88334,2563.85,964.77,-15.88,-0.83,0.11,0.07,2780,8829,23753
2024-04-04T21:48:21.628,798,38.50222,-112.88317,2342.85,979.52,-105.03,-0.95,0.1,0.06,1328,4388,4823
2024-04-04T21:53:13.550,799,38.50056,-112.88451,2622.85,862.28,-289.91,-0.03,0.11,0.07,2850,10384,30724
2024-04-04T21:59:35.321,800,38.50317,-112.88326,2558.85,971.76,0.84,-0.12,0.1,0.08,2852,11700,30892
2024-04-04T22:05:18.196,801,38.50325,-112.88317,2586.85,979.62,9.75,-0.67,0.18,0.07,2820,9459,25812
2024-04-04T22:10:59.367,802,38.50358,-112.88301,2550.85,993.59,46.54,-0.2,0.1,0.08,2770,8478,26755
2024-04-04T22:12:28.533,803,38.50286,-112.8834,2598.85,959.53,-33.71,-0.91,0.11,0.06,2319,3256,14659
2024-04-04T22:14:52.918,804,38.50353,-112.88303,2548.85,991.84,40.97,-0.69,0.1,0.08,2827,9588,27736
2024-04-04T22:15:30.695,805,38.50286,-112.88263,2319.85,1026.7,-33.71,-0.73,0.1,0.07,2851,9421,23919
2024-04-04T22:16:04.430,806,38.50197,-112.88396,2459.85,910.56,-132.89,-0.96,0.13,0.02,321,682,1277
2024-04-04T22:19:10.605,807,38.50072,-112.88445,2624.85,867.55,-272.1,-0.04,0.11,0.07,2851,9954,31184
2024-04-04T22:19:39.698,808,38.50176,-112.88435,2506.85,876.5,-156.29,-0.19,0.08,0.07,2875,15102,26791
2024-04-04T22:23:12.679,809,38.50049,-112.88286,2295.85,1006.25,-297.72,-0.84,0.1,0.06,2797,10084,18197
2024-04-04T22:24:33.381,810,38.50343,-112.88311,2566.85,984.86,29.82,-0.54,0.11,0.08,2848,9336,30638
2024-04-04T22:26:28.166,811,38.50174,-112.88406,2492.85,901.8,-158.51,-0.85,0.08,0.02,477,1153,1900
2024-04-04T22:26:49.995,812,38.50234,-112.88366,2616.85,936.79,-91.66,-0.3,0.08,0.07,2804,9361,26870
2024-04-04T22:31:25.158,813,38.49944,-112.88396,2474.85,909.98,-414.55,-0.81,0.11,0.02,974,2606,3749
2024-04-04T22:33:20.785,814,38.50293,-112.883,2414.85,994.43,-25.91,-0.69,0.1,0.07,2843,7127,24303
2024-04-04T22:34:40.044,815,38.50236,-112.88318,2311.85,978.67,-89.43,-0.8,0.11,0.06,2490,5147,14803
2024-04-04T22:38:10.533,816,38.50196,-112.88396,2557.85,910.56,-134,-0.71,0.15,0.08,2708,8458,20265
2024-04-04T22:38:25.944,817,38.4991,-112.88351,2429.85,949.16,-452.39,-0.78,0.16,0.06,2451,8083,11341
2024-04-04T22:38:43.542,818,38.5022,-112.88396,2453.85,910.6,-107.27,-0.68,0.16,0.05,2177,7101,9697
2024-04-04T22:40:03.433,819,38.50241,-112.88376,2587.85,928.07,-83.87,-0.86,0.11,0.06,2579,5558,17018
2024-04-04T22:43:12.717,820,38.50023,-112.8846,2627.85,854.34,-326.64,-0.75,0.09,0.04,1057,1683,4958
2024-04-04T22:44:45.402,821,38.50027,-112.88449,2604.85,863.95,-322.19,-0.37,0.12,0.07,2845,10451,24510
2024-04-04T22:44:50.546,822,38.50238,-112.88373,2584.85,930.69,-87.21,-0.69,0.11,0.07,2663,6902,20108
2024-04-04T22:45:05.658,823,38.50254,-112.88366,2576.85,936.81,-69.38,-0.73,0.11,0.07,2728,7516,22948
2024-04-04T22:46:33.955,824,38.50258,-112.88354,2602.85,947.29,-64.92,-0.17,0.1,0.08,2815,11495,30351
2024-04-04T22:50:35.772,825,38.50145,-112.88488,2536.85,830.2,-190.81,-0.83,0.13,0.04,2025,3517,10287
2024-04-04T22:51:15.496,826,38.50339,-112.8832,2601.85,977.01,25.36,-0.95,0.1,0.06,2347,6782,14525
2024-04-04T22:52:23.251,827,38.50371,-112.88289,2409.85,1004.06,61.03,-0.91,0.09,0.06,1508,2243,7695
2024-04-04T22:57:49.139,828,38.49965,-112.88303,2342.85,991.2,-391.22,-0.79,0.12,0.06,2845,13294,18565
2024-04-04T22:58:32.744,829,38.49908,-112.88339,2427.85,959.63,-454.62,-0.56,0.09,0.07,2841,11175,24406
2024-04-04T22:59:36.764,830,38.50247,-112.88365,2600.85,937.68,-77.18,-0.76,0.19,0.07,2796,9225,24851
2024-04-04T22:59:43.177,831,38.50265,-112.88359,2596.85,942.93,-57.12,-0.96,0.11,0.04,1038,1659,5505
2024-04-04T23:14:54.781,832,38.49992,-112.88409,2487.85,898.77,-361.15,-0.59,0.1,0.06,2738,10467,15582
2024-04-04T23:15:34.533,833,38.49909,-112.88354,2448.85,946.54,-453.51,0.67,0.1,0.08,2927,15528,28873
2024-04-04T23:15:58.937,834,38.49894,-112.88346,2444.85,953.48,-470.19,-0.4,0.09,0.07,2859,11737,24592
2024-04-04T23:16:27.064,835,38.50281,-112.88348,2585.85,952.54,-39.29,-0.85,0.21,0.07,2768,6844,24245
2024-04-04T23:17:42.313,836,38.50243,-112.8837,2614.85,933.31,-81.64,-0.7,0.2,0.07,2646,4443,19786
2024-04-04T23:19:42.443,837,38.5022,-112.88331,2329.85,967.3,-107.26,-0.78,0.08,0.05,2043,5582,9718
2024-04-04T23:19:46.611,838,38.50269,-112.88354,2569.85,947.3,-52.66,-0.39,0.1,0.08,2854,11356,30675
2024-04-04T23:19:50.010,839,38.50276,-112.88278,2402.85,1013.6,-44.85,-0.67,0.11,0.11,1182,1603,6892
2024-04-04T23:20:15.904,840,38.50296,-112.88276,2399.85,1015.36,-22.56,-0.66,0.09,0.07,2484,4339,15584
2024-04-04T23:25:36.405,841,38.50318,-112.88323,2593.85,974.38,1.95,0.72,0.1,0.08,2884,11765,34706
2024-04-04T23:26:32.141,842,38.50009,-112.88458,2613.85,856.05,-342.22,-0.9,0.2,0.04,1224,1669,6344
2024-04-04T23:27:04.964,843,38.49912,-112.88323,2419.85,973.61,-450.18,-0.73,0.14,0.06,2436,5697,13844
2024-04-04T23:30:54.465,844,38.50383,-112.88284,2396.85,1008.42,74.41,-0.53,0.11,0.07,2800,11097,18458
2024-04-04T23:35:57.973,845,38.50372,-112.88283,2472.85,1009.29,62.15,-0.86,0.09,0.09,2577,7753,15074
2024-04-04T23:36:22.031,846,38.50347,-112.88302,2535.85,992.71,34.28,-0.42,0.09,0.08,2855,10753,28876
2024-04-04T23:39:41.331,847,38.50338,-112.88307,2528.85,988.35,24.25,-0.42,0.11,0.08,2839,8929,31655
2024-04-04T23:42:54.753,848,38.5035,-112.8828,2452.85,1011.9,37.62,-0.8,0.11,0.1,2564,7619,13084
2024-04-04T23:43:41.581,849,38.5032,-112.88322,2525.85,975.25,4.18,-0.79,0.14,0.07,2613,7505,16979
2024-04-04T23:44:46.775,850,38.50371,-112.88291,2566.85,1002.31,61.03,-0.51,0.1,0.08,2820,7295,29003
2024-04-04T23:48:27.260,851,38.50356,-112.88297,2545.85,997.08,44.31,-0.92,0.13,0.05,1697,1789,10225
2024-04-04T23:54:30.150,852,38.50366,-112.88287,2468.85,1005.8,55.46,-0.85,0.12,0.06,2556,6033,15855
2024-04-04T23:55:38.164,853,38.50287,-112.88344,2574.85,956.04,-32.6,-0.28,0.1,0.08,2826,10412,30232
2024-04-04T23:58:43.596,854,38.50024,-112.88446,2606.85,866.56,-325.53,-0.6,0.12,0.05,2493,6164,13364
2024-04-04T23:59:22.015,855,38.50234,-112.88322,2315.85,975.17,-91.66,-0.29,0.1,0.07,2861,11225,26931
2024-04-05T00:05:11.011,856,38.50316,-112.88322,2524.85,975.25,-0.28,-0.7,0.16,0.07,2824,9989,25552
2024-04-05T00:16:46.304,857,38.50321,-112.88268,2392.85,1022.36,5.3,-0.49,0.14,0.08,2872,8885,26897
2024-04-05T00:21:36.421,858,38.50327,-112.88278,2427.85,1013.64,11.99,-0.03,0.09,0.07,2892,10457,30927
2024-04-05T00:22:15.694,859,38.50258,-112.88354,2602.85,947.29,-64.92,-0.25,0.1,0.08,2828,11273,30516
2024-04-05T00:23:50.516,860,38.50294,-112.88285,2414.85,1007.51,-24.79,0.41,0.09,0.08,2956,11503,32482
2024-04-05T00:24:33.780,861,38.50255,-112.88357,2613.85,944.67,-68.26,-0.84,0.1,0.06,2567,7056,17859
2024-04-05T00:25:14.543,862,38.50373,-112.88289,2407.85,1004.06,63.26,-0.81,0.15,0.07,2799,7995,20034
2024-04-05T00:25:48.845,863,38.50307,-112.88367,2402.85,935.99,-10.31,-0.82,0.09,0.07,2573,7093,14441
2024-04-05T00:26:20.123,864,38.50294,-112.88275,2400.85,1016.24,-24.79,-0.44,0.1,0.08,2882,9736,26912
2024-04-05T00:33:58.678,865,38.5035,-112.88303,2551.85,991.84,37.62,-0.76,0.1,0.06,2750,8074,20324
2024-04-05T00:37:01.305,866,38.50323,-112.88271,2389.85,1019.74,7.53,-0.58,0.15,0.07,2853,8550,24519
2024-04-05T00:37:51.692,867,38.49854,-112.8837,2461.85,932.42,-514.66,-0.66,0.12,0.06,2786,10896,18642
2024-04-05T00:39:29.256,868,38.50365,-112.88299,2565.85,995.33,54.34,-0.16,0.1,0.08,2825,9561,32032
2024-04-05T00:39:33.942,869,38.50317,-112.88326,2558.85,971.76,0.84,-0.19,0.1,0.08,2869,11266,32674
2024-04-05T00:43:30.171,870,38.50303,-112.88335,2566.85,963.9,-14.77,-0.92,0.1,0.05,2545,5345,16473
2024-04-05T00:48:58.688,871,38.50257,-112.88365,2568.85,937.69,-66.03,-0.13,0.1,0.08,2877,12482,32808
2024-04-05T00:50:57.394,872,38.50329,-112.88259,2353.85,1030.21,14.22,-1,0.16,0.03,1214,1915,6232
2024-04-05T00:52:29.437,873,38.50227,-112.88243,2144.85,1044.08,-99.45,-0.95,0.12,0.08,2460,7657,13391
2024-04-05T00:56:43.024,874,38.50367,-112.88294,2411.85,999.69,56.57,-0.02,0.1,0.08,2935,14534,32936
2024-04-05T01:01:50.189,875,38.50282,-112.88247,2345.85,1040.65,-38.16,-0.97,0.08,0.07,2706,6603,17907
2024-04-05T01:04:02.371,876,38.50277,-112.88231,2280.85,1054.6,-43.73,-0.99,0.18,0.06,2189,3142,11999
2024-04-05T01:12:58.015,877,38.50333,-112.88264,2389.85,1025.85,18.68,-0.51,0.16,0.08,2882,11053,27594
2024-04-05T01:13:33.487,878,38.50359,-112.88302,2612.85,992.71,47.65,-0.77,0.2,0.08,2801,6912,25722
2024-04-05T01:14:03.778,879,38.50276,-112.88341,2597.85,958.65,-44.86,-0.75,0.1,0.08,2782,8383,24745
2024-04-05T01:17:51.678,880,38.50008,-112.88467,2635.85,848.19,-343.33,-0.87,0.22,0.06,2650,5906,16194
2024-04-05T01:18:36.130,881,38.50284,-112.88279,2390.85,1012.74,-35.94,-0.3,0.12,0.08,2913,9582,31544
2024-04-05T01:29:00.436,882,38.50344,-112.88281,2491.85,1011.03,30.94,-0.82,0.12,0.05,2767,9867,17583
2024-04-05T01:34:43.099,883,38.50323,-112.88322,2526.85,975.25,7.53,-0.65,0.12,0.08,2853,11527,32034
2024-04-05T01:36:59.770,884,38.50338,-112.88266,2383.85,1024.11,24.25,-0.78,0.17,0.07,2620,6420,17285
2024-04-05T01:37:31.591,885,38.50294,-112.88337,2590.85,962.15,-24.8,-0.69,0.1,0.08,2813,9842,28628
2024-04-05T01:37:50.978,886,38.50239,-112.88377,2587.85,927.2,-86.09,-0.83,0.21,0.06,2499,7421,14924
2024-04-05T01:44:34.478,887,38.5036,-112.88299,2546.85,995.33,48.77,-0.82,0.1,0.07,2832,8227,28701
2024-04-05T01:46:06.928,888,38.49892,-112.88362,2468.85,939.51,-472.41,-0.73,0.1,0.06,2763,8839,20135
2024-04-05T01:53:09.523,889,38.50348,-112.88303,2544.85,991.84,35.39,-0.89,0.1,0.07,2815,8828,24701
2024-04-05T02:13:51.182,890,38.50375,-112.88296,2407.85,997.95,65.49,-0.55,0.1,0.07,2858,12118,26427
2024-04-05T02:15:43.170,891,38.50355,-112.88298,2522.85,996.2,43.2,-0.69,0.1,0.08,2848,9470,32075
2024-04-05T02:17:21.944,892,38.50407,-112.8829,2523.85,1003.18,101.16,-0.53,0.1,0.11,2845,11632,28770
2024-04-05T02:25:26.221,893,38.5033,-112.88315,2588.85,981.36,15.33,-0.37,0.1,0.08,2856,10959,32900
2024-04-05T02:26:26.881,894,38.50345,-112.88309,2528.85,986.6,32.05,-0.65,0.09,0.08,2846,10094,31254
2024-04-05T02:26:39.578,895,38.5025,-112.88366,2592.85,936.81,-73.84,1.27,0.09,0.08,2851,12515,32161
2024-04-05T02:26:57.534,896,38.5025,-112.88361,2600.85,941.17,-73.83,-0.7,0.19,0.07,2796,9262,26182
2024-04-05T02:30:07.479,897,38.50347,-112.88302,2514.85,992.71,34.28,-0.64,0.1,0.08,2839,9766,31349
2024-04-05T02:32:16.896,898,38.50353,-112.88295,2545.85,998.82,40.97,-0.98,0.1,0.05,2412,5758,15282
2024-04-05T02:47:25.888,899,38.50382,-112.8828,2460.85,1011.91,73.29,-0.8,0.14,0.07,2849,9382,23992
2024-04-05T02:49:26.124,900,38.50294,-112.88282,2402.85,1010.13,-24.79,-0.22,0.11,0.08,2910,9921,32039
2024-04-05T02:49:34.859,901,38.50297,-112.88279,2399.85,1012.75,-21.45,-0.62,0.14,0.08,2871,8466,25712
2024-04-05T02:51:31.243,902,38.50237,-112.88364,2613.85,938.54,-88.32,-0.96,0.09,0.05,1198,2195,5874
2024-04-05T02:51:36.568,903,38.50241,-112.88362,2615.85,940.29,-83.86,-0.89,0.11,0.11,2597,6014,16895
2024-04-05T02:53:00.203,904,38.50363,-112.88271,2449.85,1019.76,52.12,-0.08,0.1,0.08,2896,13528,32161
2024-04-05T02:53:28.317,905,38.50359,-112.88299,2554.85,995.33,47.65,-0.21,0.1,0.08,2847,10048,32979
2024-04-05T02:53:50.433,906,38.50343,-112.88311,2566.85,984.86,29.82,-0.66,0.16,0.08,2864,10243,31601
2024-04-05T03:02:39.919,907,38.5034,-112.88307,2533.85,988.35,26.47,-0.8,0.09,0.08,2827,10718,30549
2024-04-05T03:03:29.259,908,38.50296,-112.88281,2375.85,1011,-22.56,-0.97,0.19,0.06,1825,5199,7826
2024-04-05T03:14:58.053,909,38.49963,-112.88297,2329.85,996.43,-393.45,-0.88,0.12,0.06,2868,15301,22741
2024-04-05T03:20:36.184,910,38.50413,-112.88252,2399.85,1036.33,107.85,-0.52,0.11,0.08,2846,13240,27214
2024-04-05T03:26:52.362,911,38.50372,-112.88296,2599.85,997.95,62.14,-0.6,0.1,0.07,2824,7608,28505
2024-04-05T03:34:14.206,912,38.50335,-112.88292,2473.85,1001.43,20.9,-0.96,0.1,0.07,2852,9012,27146
2024-04-05T03:34:24.915,913,38.50346,-112.88302,2535.85,992.71,33.16,-0.55,0.1,0.08,2856,10845,31418
2024-04-05T03:50:47.042,914,38.49877,-112.88368,2461.85,934.23,-489.09,-0.18,0.1,0.08,2875,14020,27175
2024-04-05T04:00:38.786,915,38.49947,-112.88469,2524.85,846.28,-411.19,-0.8,0.16,0.07,2831,6257,24071
2024-04-05T04:07:14.315,916,38.50344,-112.88256,2386.85,1032.84,30.94,0.03,0.08,0.08,2941,10215,31979
2024-04-05T04:08:10.858,917,38.50348,-112.88318,2610.85,978.75,35.39,0.05,0.1,0.08,2847,8866,33396
2024-04-05T04:09:35.228,918,38.50003,-112.88294,2307.85,999.15,-348.93,0.25,0.11,0.08,2912,18622,29126
2024-04-05T04:14:22.660,919,38.5041,-112.88252,2384.85,1036.33,104.51,-0.94,0.09,0.08,2779,8661,21751
2024-04-05T04:48:26.288,920,38.50341,-112.88309,2520.85,986.6,27.59,-0.77,0.09,0.08,2853,10193,29061
2024-04-05T04:50:20.960,921,38.49885,-112.8836,2453.85,941.24,-480.2,-0.46,0.1,0.07,2876,13179,26727
2024-04-05T04:53:58.286,922,38.50368,-112.88295,2412.85,998.82,57.69,-0.77,0.09,0.07,2850,13057,25074
2024-04-05T04:54:22.966,923,38.5038,-112.88272,2450.85,1018.89,71.06,-0.43,0.09,0.08,2883,13000,31995
2024-04-05T05:16:32.949,924,38.50352,-112.88308,2613.85,987.48,39.85,-0.72,0.13,0.09,2710,8386,23064
2024-04-05T05:25:59.810,925,38.50338,-112.88231,2360.85,1054.64,24.26,-0.99,0.1,0.08,2797,6076,21638
2024-04-05T05:32:48.345,926,38.50258,-112.88263,2179.85,1026.67,-64.91,-0.98,0.14,0.07,2830,7434,21446
2024-04-05T05:37:20.068,927,38.49993,-112.88471,2636.85,844.66,-360.01,-0.33,0.19,0.1,2827,9337,27350
2024-04-05T05:37:45.674,928,38.50356,-112.88299,2547.85,995.33,44.31,-0.51,0.09,0.08,2849,10782,30930
2024-04-05T05:37:58.542,929,38.5036,-112.88299,2559.85,995.33,48.77,-0.56,0.11,0.08,2838,9253,31747
2024-04-05T05:41:32.340,930,38.5007,-112.88443,2620.85,869.29,-274.33,-0.33,0.1,0.07,2848,9525,31644
2024-04-05T05:43:20.310,931,38.5044,-112.88283,2573.85,1009.28,137.94,-0.8,0.12,0.08,2830,9799,24549
2024-04-05T05:47:04.890,932,38.50348,-112.88303,2524.85,991.84,35.39,-0.07,0.11,0.08,2870,12619,34516
2024-04-05T05:47:20.246,933,38.50384,-112.88261,2437.85,1028.48,75.52,-0.6,0.1,0.07,2877,13241,29669
2024-04-05T05:54:27.289,934,38.5034,-112.88311,2566.85,984.86,26.47,-0.73,0.1,0.09,2838,9100,29741
2024-04-05T06:04:18.501,935,38.50399,-112.88277,2466.85,1014.52,92.24,-0.93,0.1,0.08,2838,12869,26616
2024-04-05T06:06:04.361,936,38.50317,-112.88326,2558.85,971.76,0.84,-0.34,0.1,0.08,2855,11913,31027
2024-04-05T06:31:40.917,937,38.50444,-112.88275,2561.85,1016.25,142.4,-0.63,0.1,0.08,2837,10603,27892
2024-04-05T06:35:06.333,938,38.50279,-112.88339,2601.85,960.39,-41.52,-0.79,0.1,0.08,2836,10629,30054
2024-04-05T06:43:26.951,939,38.5038,-112.88276,2462.85,1015.4,71.06,-0.41,0.09,0.08,2886,14032,32047
2024-04-05T06:49:56.954,940,38.50285,-112.88344,2588.85,956.04,-34.83,-0.85,0.1,0.07,2761,9256,24391
2024-04-05T06:53:44.980,941,38.50452,-112.88275,2588.85,1016.25,151.32,-0.47,0.09,0.15,2869,11372,30600
2024-04-05T07:00:25.772,942,38.50463,-112.88275,2583.85,1016.24,163.58,-0.83,0.09,0.08,2825,8923,25214
2024-04-05T07:10:57.805,943,38.50323,-112.88322,2526.85,975.25,7.53,-0.46,0.12,0.08,2857,12350,33642
2024-04-05T07:13:44.640,944,38.50447,-112.88275,2566.85,1016.25,145.74,-0.13,0.11,0.11,2872,11625,32087
2024-04-05T07:17:38.145,945,38.50347,-112.88303,2543.85,991.84,34.28,-0.67,0.1,0.08,2830,9866,29665
2024-04-05T07:18:00.574,946,38.50339,-112.88301,2480.85,993.58,25.36,-0.57,0.12,0.08,2869,12572,33226
2024-04-05T07:29:46.417,947,38.5044,-112.88279,2570.85,1012.77,137.94,-0.6,0.11,0.08,2874,11598,32289
2024-04-05T07:38:23.758,948,38.50217,-112.88397,2454.85,909.72,-110.61,-0.89,0.11,0.11,2768,7751,18932
2024-04-05T07:47:01.421,949,38.50171,-112.88424,2504.85,886.09,-161.86,-0.97,0.09,0.03,1733,5256,6903
2024-04-05T07:48:29.838,950,38.49976,-112.88303,2337.85,991.23,-378.98,-0.4,0.12,0.08,2903,15908,28830
2024-04-05T07:50:37.792,951,38.50176,-112.88421,2487.85,888.72,-156.29,-0.66,0.15,0.06,2837,12172,21020
2024-04-05T08:22:59.427,952,38.50267,-112.88354,2570.85,947.3,-54.89,-0.51,0.1,0.08,2849,12516,29683
2024-04-05T08:27:00.379,953,38.5038,-112.88272,2450.85,1018.89,71.06,-0.73,0.1,0.08,2890,12380,32909
2024-04-05T08:28:43.894,954,38.5039,-112.88274,2454.85,1017.14,82.21,-0.58,0.1,0.08,2901,11724,31797
2024-04-05T08:31:48.685,955,38.50222,-112.88416,2492.85,893.15,-105.04,-0.97,0.39,0.07,2732,7213,17728
2024-04-05T08:32:02.550,956,38.50183,-112.88419,2492.85,890.47,-148.49,-0.97,0.07,0.07,2805,8581,20890
2024-04-05T08:32:23.172,957,38.50171,-112.88421,2497.85,888.71,-161.86,-0.76,0.09,0.07,2905,15887,25850
2024-04-05T08:32:56.589,958,38.50353,-112.88273,2443.85,1018.01,40.97,-0.41,0.1,0.08,2914,13582,32905
2024-04-05T08:33:02.079,959,38.50355,-112.88273,2429.85,1018.01,43.2,-0.21,0.1,0.08,2898,13360,31547
2024-04-05T08:34:51.712,960,38.5037,-112.8826,2454.85,1029.35,59.92,-1,0.09,0.08,2831,6398,26440
2024-04-05T08:35:20.734,961,38.50182,-112.88435,2510.85,876.51,-149.6,-0.12,0.17,0.07,2900,16366,28068
2024-04-05T08:36:48.854,962,38.50205,-112.88391,2548.85,914.94,-123.98,-0.41,0.15,0.08,2867,12943,32658
2024-04-05T08:40:24.961,963,38.50329,-112.88274,2425.85,1017.13,14.22,-0.39,0.1,0.07,2891,11127,29335
2024-04-05T08:41:01.389,964,38.50343,-112.88274,2422.85,1017.13,29.82,-0.85,0.09,0.07,2853,8993,26907
2024-04-05T08:43:34.076,965,38.50334,-112.88274,2429.85,1017.13,19.79,-0.94,0.11,0.07,2858,10910,25993
2024-04-05T08:44:57.641,966,38.50158,-112.88445,2392.85,867.74,-176.34,-0.75,0.11,0.07,2860,11422,27453
2024-04-05T08:45:34.667,967,38.50188,-112.88417,2491.85,892.23,-142.92,-0.96,0.08,0.07,2736,6919,19087
2024-04-05T08:49:51.806,968,38.50378,-112.88286,2400.85,1006.67,68.83,-0.11,0.11,0.08,2915,14783,32828
2024-04-05T09:06:52.577,969,38.50231,-112.88314,2322.85,982.15,-95,-0.82,0.09,0.07,2864,9270,27226
2024-04-05T09:09:32.745,970,38.50189,-112.88419,2484.85,890.48,-141.8,-0.69,0.07,0.07,2890,13624,26030
2024-04-05T09:09:41.433,971,38.49951,-112.8829,2325.85,1002.51,-406.8,-0.88,0.12,0.07,2901,15668,26888
2024-04-05T09:13:57.157,972,38.50355,-112.88298,2522.85,996.2,43.2,-0.79,0.09,0.08,2828,9389,30319
2024-04-05T09:15:28.086,973,38.50331,-112.88315,2588.85,981.37,16.44,-0.2,0.1,0.08,2868,11998,33378
2024-04-05T09:18:47.320,974,38.50369,-112.88226,2377.85,1059.01,58.81,-0.96,0.08,0.08,2854,8636,26143
2024-04-05T09:25:04.257,975,38.50413,-112.8829,2523.85,1003.18,107.84,-0.19,0.09,0.09,2847,12598,30565
2024-04-05T09:25:31.142,976,38.50375,-112.88305,2599.85,990.1,65.49,-0.95,0.12,0.07,2826,8402,26773
2024-04-05T09:30:09.819,977,38.50184,-112.88416,2493.85,893.09,-147.37,-0.91,0.1,0.07,2834,11254,21343
2024-04-05T09:31:38.793,978,38.49964,-112.88271,2293.85,1019.13,-392.34,-0.43,0.11,0.08,2942,19254,28531
2024-04-05T09:31:52.742,979,38.50287,-112.88344,2578.85,956.04,-32.6,-0.35,0.1,0.08,2853,11945,31662
2024-04-05T09:32:05.268,980,38.50276,-112.88348,2589.85,952.54,-44.86,-0.84,0.1,0.08,2835,10570,30855
2024-04-05T09:33:05.203,981,38.50258,-112.88354,2602.85,947.29,-64.92,0.07,0.11,0.08,2833,12802,32645
2024-04-05T09:35:52.617,982,38.50359,-112.88299,2554.85,995.33,47.65,-0.28,0.1,0.08,2847,11275,32371
2024-04-05T09:36:06.658,983,38.5023,-112.88407,2378.85,901.02,-96.12,-0.32,0.09,0.08,2890,10214,33015
2024-04-05T09:37:32.202,984,38.50055,-112.88451,2629.85,862.28,-291.02,-0.58,0.1,0.08,2858,11155,31145
2024-04-05T09:39:33.955,985,38.50189,-112.88419,2490.85,890.48,-141.8,-0.71,0.07,0.08,2878,12236,24575
2024-04-05T09:41:11.592,986,38.49961,-112.88252,2288.85,1035.7,-395.68,-0.78,0.12,0.08,2897,16862,27311
2024-04-05T09:41:36.858,987,38.50216,-112.88398,2454.85,908.85,-111.72,-0.84,0.11,0.09,2857,10643,25497
2024-04-05T09:43:37.975,988,38.50261,-112.88325,2410.85,972.59,-61.57,-0.88,0.11,0.07,2861,12747,26466
2024-04-05T09:47:38.991,989,38.50027,-112.88449,2604.85,863.95,-322.19,-0.43,0.11,0.08,2890,14664,28012
2024-04-05T09:49:59.008,990,38.50224,-112.88406,2410.85,901.88,-102.81,-0.79,0.11,0.08,2859,9187,29215
2024-04-05T09:54:56.924,991,38.50178,-112.88412,2550.85,896.57,-154.06,-0.4,0.09,0.08,2854,11736,33143
2024-04-05T09:55:19.809,992,38.50123,-112.88475,2568.85,841.49,-215.31,-0.98,0.11,0.06,2842,8132,24126
2024-04-05T09:56:24.455,993,38.50191,-112.88419,2489.85,890.49,-139.58,-0.78,0.07,0.07,2879,12251,24592
2024-04-05T10:00:36.123,994,38.50284,-112.88256,2347.85,1032.8,-35.93,-0.94,0.09,0.08,2812,4801,26493
2024-04-05T10:05:58.873,995,38.50324,-112.8829,2455.85,1003.17,8.64,-0.7,0.1,0.08,2931,14145,30293
2024-04-05T10:07:52.241,996,38.50182,-112.88424,2490.85,886.11,-149.6,-0.65,0.08,0.07,2850,9881,27183
2024-04-05T10:09:31.749,997,38.50182,-112.88435,2510.85,876.51,-149.6,-0.24,0.07,0.07,2896,15081,28385
2024-04-05T10:10:46.631,998,38.5021,-112.88386,2396.85,919.31,-118.41,-0.98,0.14,0.07,2808,7124,20066
2024-04-05T10:13:15.575,999,38.50261,-112.88365,2553.85,937.69,-61.58,0.36,0.1,0.08,2929,13844,32383
2024-04-05T10:14:56.593,1000,38.50165,-112.88421,2338.85,888.7,-168.54,-0.27,0.11,0.07,2887,16145,28432
2024-04-05T10:17:48.949,1001,38.50343,-112.88311,2566.85,984.86,29.82,-0.72,0.11,0.08,2851,9923,30941
2024-04-05T10:18:02.594,1002,38.50182,-112.88403,2574.85,904.43,-149.6,-0.93,0.1,0.07,2828,9976,25110
2024-04-05T10:18:09.565,1003,38.50022,-112.88399,2431.85,907.57,-327.76,-0.73,0.1,0.07,2840,11703,24222
2024-04-05T10:19:07.592,1004,38.50063,-112.88292,2281.85,1001.04,-282.13,0.13,0.09,0.07,2902,14517,30696
2024-04-05T10:21:02.059,1005,38.5023,-112.88407,2378.85,901.02,-96.12,-0.27,0.1,0.08,2863,10419,32339
2024-04-05T10:21:20.411,1006,38.50158,-112.88445,2392.85,867.74,-176.34,-0.81,0.11,0.07,2863,11446,26114
2024-04-05T10:23:04.308,1007,38.50386,-112.88222,2361.85,1062.5,77.76,-0.81,0.1,0.07,2801,7045,24112
2024-04-05T10:23:16.100,1008,38.50195,-112.88419,2490.85,890.49,-135.12,-0.69,0.07,0.06,2850,12007,21414
2024-04-05T10:23:28.432,1009,38.50196,-112.88406,2478.85,901.84,-134.01,-1,0.06,0.05,1992,4805,9488
2024-04-05T10:23:56.218,1010,38.50318,-112.88323,2593.85,974.38,1.95,0.56,0.1,0.08,2882,11660,34564
